,id,location,gender,department,study level,total_duration,most_used_group
3358,5761,1,1.0,9.0,1.0,471423.0,3D-Printer
3359,5762,1,1.0,1.0,0.0,3145.0,Toolbox
3360,5764,1,0.0,4.0,0.0,2950.0,Other
3361,5766,2,1.0,12.0,-1.0,77929.0,Toolbox
3362,5767,2,1.0,12.0,1.0,18594.0,Toolbox
3363,5771,2,1.0,12.0,1.0,6206.0,Lasercutter
3364,5775,2,1.0,12.0,1.0,1169574.0,3D-Printer
3365,5776,2,1.0,9.0,0.0,169.0,Toolbox
3366,5780,1,0.0,14.0,1.0,13959.0,3D-Printer
3367,5782,2,1.0,12.0,0.0,3662074.0,3D-Printer
3368,5784,2,1.0,9.0,1.0,69126.0,3D-Printer
3369,5786,2,1.0,8.0,1.0,153354.0,3D-Printer
3370,5787,2,0.0,12.0,1.0,8886.0,3D-Printer
3371,5790,2,1.0,12.0,0.0,340134.0,Dirt & Dust
3372,5791,2,1.0,8.0,0.0,7334.0,Other
3373,5795,1,0.0,0.0,0.0,105737.0,3D-Printer
3374,5799,1,0.0,4.0,0.0,387135.0,3D-Printer
3375,5802,2,0.0,8.0,2.0,1838.0,Lasercutter
3376,5803,2,0.0,12.0,-1.0,363418.0,Lasercutter
3377,5807,1,0.0,0.0,2.0,1157.0,Lasercutter
3378,5808,2,1.0,12.0,0.0,228266.0,Toolbox
3379,5809,2,0.0,1.0,0.0,11882.0,3D-Printer
3380,5812,1,1.0,0.0,3.0,3511.0,Lasercutter
3381,5813,2,1.0,12.0,0.0,30363.0,Toolbox
3382,5819,1,1.0,14.0,0.0,89671.0,Toolbox
3383,5820,1,1.0,2.0,0.0,32733.0,3D-Printer
3384,5821,2,1.0,10.0,0.0,53800.0,3D-Printer
3385,5822,1,0.0,0.0,0.0,148197.0,3D-Printer
3386,5827,2,1.0,7.0,-1.0,14442.0,Toolbox
3387,5830,2,0.0,12.0,0.0,1837.0,Lasercutter
3388,5831,2,1.0,14.0,1.0,1337.0,Toolbox
3389,5832,2,1.0,17.0,4.0,1599785.0,3D-Printer
3390,5834,1,0.0,4.0,1.0,8174.0,Other
3391,5836,1,0.0,7.0,0.0,19279.0,Other
3392,5837,1,1.0,7.0,0.0,815561.0,3D-Printer
3395,5842,1,1.0,10.0,0.0,7911.0,Toolbox
3396,5843,2,0.0,12.0,0.0,8562.0,Other
3397,5850,2,1.0,12.0,0.0,66350.0,3D-Printer
3398,5851,2,1.0,10.0,0.0,169064.0,Toolbox
3399,5854,2,1.0,12.0,0.0,865713.0,3D-Printer
3400,5855,1,0.0,16.0,3.0,1002901.0,Toolbox
3401,5858,2,0.0,3.0,1.0,11197.0,3D-Printer
3402,5861,1,1.0,10.0,0.0,237598.0,3D-Printer
3403,5863,2,0.0,7.0,-1.0,13831.0,Toolbox
3404,5868,1,1.0,7.0,0.0,52664.0,3D-Printer
3405,5873,2,0.0,2.0,0.0,3514.0,Other
3406,5875,2,1.0,12.0,0.0,150119.0,3D-Printer
3407,5878,2,1.0,12.0,1.0,5273.0,Toolbox
3408,5885,1,1.0,14.0,2.0,3677.0,Lasercutter
3409,5887,1,1.0,14.0,-1.0,4022.0,Lasercutter
3410,5890,1,1.0,14.0,-1.0,61728.0,3D-Printer
3411,5892,2,1.0,12.0,0.0,27085.0,Toolbox
3412,5898,2,0.0,9.0,0.0,32444.0,3D-Printer
3413,5901,2,1.0,10.0,1.0,698.0,Toolbox
3414,5902,1,0.0,2.0,0.0,1596.0,Toolbox
3415,5903,1,1.0,8.0,1.0,1819.0,Other
3416,5906,2,1.0,12.0,0.0,300510.0,3D-Printer
3417,5907,1,0.0,2.0,0.0,5913.0,Other
3418,5908,2,1.0,12.0,2.0,13378.0,3D-Printer
3419,5910,2,0.0,4.0,1.0,2520.0,Toolbox
3420,5912,1,1.0,0.0,3.0,778.0,Lasercutter
3421,5913,1,1.0,14.0,2.0,1569.0,Lasercutter
3422,5915,2,1.0,8.0,1.0,2217.0,Lasercutter
3423,5916,2,0.0,9.0,0.0,1947.0,Other
3424,5919,1,1.0,12.0,1.0,780434.0,DLP Printer
3426,5925,2,0.0,12.0,1.0,9537.0,Other
3427,5928,2,1.0,12.0,0.0,8421.0,Toolbox
3428,5929,2,1.0,7.0,1.0,1506.0,Lasercutter
3429,5931,2,1.0,8.0,0.0,834.0,Toolbox
3430,5935,1,0.0,2.0,0.0,8.0,Toolbox
3431,5936,1,1.0,14.0,0.0,4093.0,Dirt & Dust
3432,5938,1,1.0,14.0,2.0,149775.0,3D-Printer
3433,5939,1,1.0,15.0,1.0,107432.0,3D-Printer
3434,5940,2,1.0,7.0,1.0,177308.0,3D-Printer
3435,5941,1,1.0,9.0,1.0,240161.0,3D-Printer
3436,5946,2,1.0,0.0,3.0,238211.0,3D-Printer
3437,5947,2,1.0,12.0,1.0,6496.0,Dirt & Dust
3438,5949,1,1.0,14.0,2.0,152992.0,Toolbox
3439,5951,1,1.0,14.0,2.0,80220.0,3D-Printer
3440,5953,2,0.0,8.0,0.0,3124.0,Toolbox
3441,5954,2,1.0,8.0,0.0,4281.0,Toolbox
3442,5956,2,0.0,14.0,0.0,4336.0,Lasercutter
3443,5957,2,1.0,8.0,1.0,20093.0,Toolbox
3444,5959,1,0.0,0.0,0.0,1859.0,Dirt & Dust
3445,5960,2,1.0,12.0,1.0,4325.0,Toolbox
3446,5962,1,0.0,10.0,1.0,1579.0,3D-Printer
3447,5964,2,1.0,12.0,1.0,4675.0,Lasercutter
3448,5967,1,1.0,12.0,1.0,69141.0,Lasercutter
3449,5973,1,1.0,4.0,0.0,121783.0,3D-Printer
3450,5974,2,1.0,12.0,0.0,1423.0,Lasercutter
3451,5987,2,0.0,12.0,2.0,13006.0,Other
